10,20,1,0,0
10,21,1,0,0
10,22,1,0,0
10,23,1,0,0
10,24,1,0,0
10,25,1,0,0
10,26,1,0,0
10,27,1,0,0
10,28,1,0,0
10,29,1,0,0
10,30,1,0,0
10,31,1,0,0
10,32,1,0,0
10,33,1,0,0
10,34,1,0,0
10,35,1,0,0
10,36,1,0,0
10,37,1,0,0
10,38,1,0,0
10,39,1,0,0
10,40,2,0,0
10,41,2,0,0
10,42,2,0,0
10,43,1,0,0
10,44,1,0,0
10,45,1,0,0
10,46,1,0,0
10,47,1,0,0
10,48,1,0,0
10,49,1,0,0
10,50,1,0,0
13,51,2,0,0
13,52,2,0,0
13,53,2,0,0
13,54,2,0,0
13,55,2,0,0
13,56,2,0,0
13,57,1,0,0
13,58,1,0,0
13,59,1,0,0
13,60,1,0,0
13,61,1,0,0
13,62,1,0,0
13,63,1,0,0
13,64,1,0,0
13,65,1,0,0
13,66,1,0,0
13,67,1,0,0
13,68,1,0,0
13,69,1,0,0
13,70,1,0,0
